price,year,brand,model,color,state,mileage,vin,
43009,2017,ford,door,white,michigan,76418,1ft7w2bt3heb19966,
25,2003,gmc,door,white,michigan,138441,1gkdt13s332100344,
4600,2006,ford,pickup,brown,mississippi,240740,1ftpw14v66fa82105,
4950,2016,honda,mpv,black,virginia,71404,2hkrm3h45gh513861,
3760,2019,hyundai,doors,silver,florida,30382,5npd84lf6kh456317,
3900,2009,acura,door,black,texas,179389,19uua96529a004646,
0,2000,cadillac,coupe,white,virginia,105169,1g6el12y9yu148063,
3830,2015,ford,door,silver,georgia,82534,3fa6p0hdxfr258523,
53500,2017,ford,door,white,michigan,55732,1ft8w4dtxhed96692,
25,2010,ford,door,gray,michigan,198596,1fmeu7de5aua53694,
25,1998,ford,door,brown,arkansas,300021,1ftzx0766wka18481,
6240,2015,honda,door,silver,virginia,83623,5fnyf4h26fb052452,
4150,2014,jeep,door,white,new york,108895,1c4njrfb0ed707552,
25,1999,jeep,door,black,florida,226972,1j4gw58s4xc558310,
61200,2020,bmw,series,black,california,7509,wba7t2c04lgl17687,
0,2006,buick,door,blue,virginia,137464,2g4wc582961163677,
13500,2014,bmw,series,blue,new jersey,33542,wba3d5c51ekx97650,
6490,2015,ford,door,black,georgia,74754,1fm5k7d88fga24308,
51502,2017,ford,door,black,michigan,27661,1ft8w3dt8hec12120,
250,2010,ford,door,white,michigan,115241,3fahp0ha6ar187697,
25,1984,ford,door,white,arkansas,41577,2ftcf15y9eca14589,
8160,2015,honda,van,gray,virginia,109027,5fnrl5h96fb012419,
7770,2014,jeep,door,gray,new york,72732,1c4rjfbg4ec441069,
200,2001,jeep,door,green,maryland,126400,1j4ft48s01l590080,
25,2008,audi,door,black,texas,177422,wa1by74l38d010163,
0,1995,chevrolet,door,green,arizona,274706,2gcec19h8s1195266,
1825,2008,bmw,coupe,white,georgia,77984,wbawb33548p132854,
39800,2017,bmw,series,blue,california,23177,wba7e2c58hg739412,
9210,2015,ford,door,silver,georgia,26911,1ftew1cg4ffa66589,
58500,2019,ford,srw,blue,washington,21527,1ft8w3bt3kee15023,
125,2014,ford,door,silver,michigan,56461,1fm5k8gt9ega74266,
3960,2015,honda,door,white,virginia,95128,19xfb2f81fe252000,
5998,2014,hyundai,doors,phantom black,new york,122975,5npdh4ae0eh480157,
3700,2014,honda,doors,blue,new york,162824,jhmze2h34es000337,
0,2008,kia,wagon,silver,indiana,148463,knafg525787197602,
0,2005,audi,door,black,california,181896,waudg74f05n113751,
0,2000,bmw,door,gray,utah,216657,wbaam3346yfp77118,
5000,2012,gmc,door,black,utah,140339,1gkkrpedxcj207971,
15050,2019,infiniti,mpv,white,texas,26786,jn8az2ne9k9229368,
3960,2019,hyundai,doors,red,ohio,35623,5npd84lf5kh403222,
36300,2019,lincoln,nautilus,black,california,14541,2lmpj6l91kbl31468,
55600,2020,lexus,gx,silver,florida,8186,jtjam7bx4l5251250,
2630,2018,nissan,doors,gray,california,36739,3n1cn7ap5jl872135,
5690,2017,nissan,mpv,blue,new jersey,42616,5n1at2mv4hc773816,
19500,2017,audi,q5,blue,texas,65833,wa1l2afpxha049370,
450,2008,chevrolet,coupe,yellow,minnesota,123515,1g1al18f587145539,
20400,2015,cadillac,door,white,wisconsin,36122,3gyfnee39fs587810,
4320,2011,chevrolet,door,brown,florida,88359,2cnfleec9b6313197,
33001,2017,ford,f-150,gray,michigan,35905,1ftfw1eg3hfc66707,
10000,2017,ford,door,red,arkansas,35747,1ftew1efxhkc69002,
0,2004,ford,door,red,maryland,167011,1fmfu18l84lb61201,
5790,2012,gmc,door,white,utah,105020,1gtr2ve74cz121991,
14750,2019,infiniti,mpv,black,texas,11047,jn8az2nexk9236071,
4010,2019,hyundai,doors,silver,ohio,31233,kmhd84lf4ku746279,
40000,2019,mercedes-benz,gle,white,california,19427,4jgda5gb4kb204919,
13000,2017,kia,sportage,silver,new jersey,71991,kndpn3ac7h7113313,
3550,2018,nissan,doors,blue,california,29043,3n1ab7ap2jy244200,
3040,2017,nissan,doors,gray,new jersey,36064,3n1ab7ap5hy411143,
0,2008,chevrolet,coupe,yellow,illinois,270080,1g1al18f187245041,
36400,2015,audi,5,black,wisconsin,47213,wuac6bfr0fa901212,
4480,2011,ford,door,black,florida,116480,2fmdk3gc0bbb23680,
31003,2017,ford,door,red,michigan,72084,1ftew1eg0hfb93193,
75,2001,ford,pickup,gold,arkansas,295780,1ftrw08l61kc05834,
8850,2011,gmc,door,white,utah,148035,1gt120c83bf236190,
14750,2019,infiniti,mpv,white,texas,11396,jn8az2nexk9236037,
4690,2019,hyundai,mpv,silver,ohio,33785,km8k12aa0ku242609,
23000,2018,land,sport,black,california,20103,salcp2rx6jh739311,
46900,2018,land,discovery,black,florida,32387,salrr2rk0ja052195,
10740,2018,mercedes-benz,doors,white,california,48140,wddwk4jb2jf613298,
3160,2017,nissan,doors,gray,new jersey,34861,3n1ab7ap0hy315498,
0,2006,chevrolet,door,silver,texas,268040,1g1zt53f46f254868,
3450,2011,chrysler,door,gold,florida,114119,1c3bc1fg1bn519076,
27102,2017,ford,f-150,red,michigan,34165,1ftfw1eg1hfb78397,
500,2018,gmc,door,black,arkansas,27442,1gkknmls5jz177336,
5100,2011,gmc,door,white,utah,144792,1gtr2uea3bz242502,
15010,2019,infiniti,mpv,beige,texas,11394,jn8az2ne8k9236456,
5800,2019,jeep,mpv,silver,ohio,30546,1c4pjldb3kd419559,
23200,2018,land,sport,black,california,23745,salcp2rx0jh740860,
8000,2015,hyundai,door,red,pennsylvania,88274,km8jucag9fu984199,
3390,2018,nissan,doors,gray,california,38349,3n1ab7ap5jy293102,
3140,2017,nissan,doors,white,new jersey,30142,3n1ab7ap1hy310259,
25,2007,chevrolet,door,black,texas,267834,3gnfk12387g179905,
15000,2014,bmw,door,silver,illinois,44730,wba3b5g54ens10419,
10440,2011,chevrolet,cab,blue,florida,92476,1gc1kyc87bf185906,
23911,2017,ford,f-150,black,michigan,25698,1ftew1cf3hfb78746,
25,2010,ford,pk,gray,oklahoma,155242,1ftfx1ev7akc32939,
21400,2018,gmc,acadia,gray,new jersey,54332,1gkknwls6jz133440,
5380,2011,gmc,cab,white,utah,119215,1gt120cg5bf167316,
11000,2019,jeep,mpv,red,michigan,8930,1c4hjxeg0kw596497,
4950,2019,jeep,mpv,silver,ohio,46985,1c4pjllb6kd184477,
22500,2018,land,sport,black,california,30220,salcp2rx7jh741147,
30300,2017,maserati,ghibli,black,florida,37021,zam57xslxh1248775,
2630,2018,nissan,doors,white,california,43152,3n1cn7ap5jl882275,
3140,2017,nissan,doors,silver,new jersey,34318,3n1ab7ap1hl639346,
2300,2011,chevrolet,door,white,arkansas,88287,1gnskbe03br198151,
4310,2011,chevrolet,door,black,florida,105486,2cnaldec6b6382868,
26012,2017,ford,door,black,michigan,19850,1ftew1ef2hfb83224,
75,2014,ford,door,silver,oklahoma,116535,1fadp3k26el249167,
48500,2019,gmc,1500,black,pennsylvania,15777,1gtu9fel6kz311976,
3330,2009,gmc,mpv,white,utah,87448,1gtgg25k391106224,
11200,2019,jeep,mpv,yellow,michigan,8395,1c4hjxeg7kw589272,
4730,2019,hyundai,mpv,red,ohio,30121,km8j23a45ku893842,
24900,2018,mercedes-benz,glc,white,california,33687,wdc0g4jb4jv097463,
29400,2017,mercedes-benz,e-class,blue,florida,37561,wddzf4jb6ha277485,
8350,2018,nissan,cab,gray,california,32256,1n6aa1ej3jn519666,
475,2012,peterbilt,truck,gold,florida,902041,1xp4d49x9cd123630,
3210,2017,nissan,doors,black,new jersey,25255,3n1ab7apxhy302645,
25,2006,chevrolet,van,white,arkansas,165327,1gndu23l46d143789,
4200,2006,chevrolet,cutaway,white,wisconsin,118009,1gbhg31u661113654,
8430,2011,chevrolet,utility,black,florida,114547,3gntkge3xbg398052,
25503,2017,ford,f-150,black,michigan,18647,1ftmf1ef2hfb83980,
0,1996,ford,pickup,red,oklahoma,252588,1ftef15n0tlc14455,
26000,2019,gmc,limited,black,pennsylvania,16669,2gtv2mecxk1173011,
3900,2017,honda,doors,blue,virginia,47970,2hgfc2f52hh522914,
11200,2019,jeep,mpv,gray,michigan,12905,1c4hjxeg7kw590115,
8610,2019,jeep,mpv,silver,ohio,22123,1c4rjebg1kc776053,
28000,2018,mercedes-benz,gle,white,california,40780,4jgda5jbxjb046383,
84900,2017,mercedes-benz,sl-class,silver,florida,25302,wddjk7ea3hf044968,
10840,2017,lexus,mpv,black,california,36596,2t2bzmca4hc087456,
100,2012,peterbilt,truck,blue,florida,0,1xp4d49x1cd144875,
11050,2017,ram,door,white,new jersey,30421,1c6rr7pt3hs659994,
0,2012,chevrolet,door,orange,oklahoma,134938,1g1jc5sh7c4114661,
1000,2005,chevrolet,door,gray,wisconsin,135675,1gnet16s156132062,
3570,2015,dodge,door,black,georgia,17355,3c4pdcab2ft637813,
25001,2017,ford,door,gray,michigan,27773,1ftfw1ef5hfb70262,
0,2010,ford,door,silver,oklahoma,86841,3fahp0ga3ar366961,
5630,2017,gmc,mpv,black,virginia,58366,2gkfltek2h6317685,
11100,2019,jeep,mpv,white,michigan,11229,1c4hjxegxkw589301,
4650,2019,hyundai,mpv,white,ohio,27492,km8j23a44ku882752,
0,2005,lincoln,door,green,minnesota,89705,1lnhm87a25y619997,
3820,2016,nissan,mpv,blue,california,41654,5n1at2mn5gc894272,
0,2009,peterbilt,truck,blue,florida,982486,1xp7d49x09d784257,
2900,2017,nissan,doors,gray,new jersey,31954,3n1ab7ap6hy249992,
50,2008,chevrolet,door,blue,texas,172102,1g1al58f787159241,
5100,2004,chevrolet,pickup,gray,wisconsin,173321,1gchk23204f232462,
4700,2015,dodge,door,red,georgia,93423,3c4pdcgb7ft597655,
29502,2017,ford,f-150,red,michigan,14053,1ftfw1eg1hke28907,
0,2008,ford,door,red,oklahoma,145483,1fmcu03128kc80487,
6160,2017,honda,door,white,virginia,25956,1hgct1b89ha002933,
10910,2019,jeep,mpv,red,michigan,12253,1c4hjxeg8kw651309,
3440,2019,hyundai,doors,gray,ohio,34895,3kpc24a34ke050725,
16000,2016,mazda,cx-3,gray,florida,47753,jm1dkbd74g0123647,
3810,2016,kia,door,black,california,39408,kndjx3ae3g7012477,
1025,2010,peterbilt,truck,color:,georgia,1017936,1xp7d49x0ad793710,
3020,2017,nissan,doors,white,new jersey,33599,3n1ab7ap7hy223787,
0,2003,chevrolet,door,gray,texas,194673,1gndt13s632267445,
2000,2003,chevrolet,pickup,red,wisconsin,507985,1gcgc24u53z128586,
3870,2010,ford,door,white,florida,185983,1fmcu4k37akb80224,
24811,2017,ford,door,red,michigan,28464,1ftew1ep4hfb44546,
75,2007,ford,door,blue,oklahoma,154989,3fahp06z07r118828,
5420,2017,honda,doors,black,virginia,16702,1hgcr2f55ha080596,
11100,2019,jeep,mpv,yellow,michigan,11449,1c4hjxegxkw600703,
4750,2019,hyundai,mpv,gray,ohio,25847,km8j23a4xku846404,
17900,2015,mercedes-benz,door,gray,florida,49772,wddhf5kbxfb099457,
3800,2015,nissan,door,black,california,83915,1n4al3ap6fc102604,
3160,2017,nissan,doors,silver,new jersey,40306,3n1ab7ap0hy260843,
25,2010,chevrolet,pickup,white,colorado,149189,3gcrkse37ag234620,
1200,2001,chevrolet,door,red,wisconsin,149543,2cnbj13c316958216,
6470,2010,chevrolet,coupe,yellow,florida,69622,2g1fk1ejxa9163850,
26400,2017,ford,door,red,michigan,36295,1ftew1ef3hfb27101,
0,1993,gmc,door,light blue,colorado,0,1gkfk16k5pj701631,
32500,2018,gmc,2500hd,blue,pennsylvania,14856,1gt12seg2jf255666,
6900,2017,honda,mpv,brown,minnesota,44129,5j6rw1h81hl005542,
11030,2019,jeep,mpv,yellow,michigan,10861,1c4hjxeg5kw608448,
3460,2012,hyundai,door,white,mississippi,142106,5npeb4ac2ch437716,
18000,2015,mercedes-benz,door,black,florida,82411,4jgda5hb2fa567147,
3250,2015,hyundai,door,gray,california,111612,5npdh4ae3fh644096,
3210,2017,nissan,doors,gray,new jersey,35251,3n1ab7apxhy232807,
13200,2017,chevrolet,door,black,pennsylvania,50408,2gnflfek3h6342356,
27705,2019,ford,f-150,gray,michigan,15630,1ftew1e48kfb37676,
7200,2017,chevrolet,door,black,pennsylvania,53273,1g1bc5sm8h7200200,
28714,2019,ford,f-150,white,michigan,14786,1ftfw1e58kfb37772,
11200,2017,chevrolet,door,white,pennsylvania,85315,2gnflfek3h6341370,
27502,2019,ford,f-150,gray,michigan,16146,1ftew1e45kfb69856,
11900,2017,chevrolet,door,blue,pennsylvania,76211,2gnflfek5h6341662,
29314,2019,ford,f-150,gray,michigan,15265,1ftew1ep6kfb85302,
11200,2017,chevrolet,door,silver,pennsylvania,79965,2gnflfek5h6351639,
27002,2019,ford,f-150,gray,michigan,16059,1ftew1e55kfb96628,
13200,2017,chevrolet,door,black,pennsylvania,62739,2gnflfek4h6351292,
28214,2019,ford,f-150,white,michigan,15569,1ftfw1e51kfc13333,
12700,2017,chevrolet,door,black,pennsylvania,58932,2gnflfek8h6350288,
29900,2019,ford,f-150,white,michigan,17488,1ftfw1e55kfb37583,
12700,2017,chevrolet,door,black,pennsylvania,60733,2gnflfek7h6351433,
27202,2019,ford,f-150,red,michigan,18550,1ftew1e59kfb37761,
13500,2018,chevrolet,impala,white,new jersey,53194,2g1105s3xj9121918,
27705,2019,ford,f-150,silver,michigan,17644,1ftew1e41kfb70194,
14700,2016,chevrolet,van,white,pennsylvania,34454,1gcwgaff9g1216490,
29900,2019,ford,f-150,white,michigan,17684,1ftfw1e5xkfc33564,
4500,2015,chevrolet,door,gray,pennsylvania,83279,1g1pc5sb0f7185936,
27705,2019,ford,f-150,silver,michigan,16600,1ftew1e41kfb69644,
8000,2015,chevrolet,door,gray,pennsylvania,107971,1gnkrgkd8fj279098,
25511,2019,ford,f-150,silver,michigan,17801,1ftfw1e43kfb97031,
7700,2015,chevrolet,colorado,white,pennsylvania,94150,1gchsaea7f1213972,
29900,2019,ford,f-150,silver,michigan,17159,1ftfw1e53kfc33535,
7200,2015,chevrolet,van,white,pennsylvania,80711,3n63m0yn5fk720622,
27502,2019,ford,f-150,red,michigan,17983,1ftew1e55kfb69820,
4500,2013,chevrolet,door,white,pennsylvania,119981,1gcncpex7dz328593,
27402,2019,ford,f-150,white,michigan,17851,1ftfw1e52kfb51151,
1500,2013,chevrolet,sonic,black,pennsylvania,66079,1g1jg6sb3d4251006,
26602,2019,ford,f-150,white,michigan,18174,1ftew1e42kfb37902,
10200,2019,chevrolet,sonic,black,illinois,7654,1g1jf5sb0k4122201,
29900,2019,ford,f-150,black,michigan,18759,1ftfw1e58kfb69878,
14000,2019,chevrolet,colorado,white,illinois,11564,1gchsbea7k1232845,
28500,2019,ford,f-150,silver,michigan,18901,1ftew1e50kfb51192,
8000,2016,chevrolet,door,black,florida,86541,2g1115s37g9109571,
29809,2019,ford,f-150,silver,michigan,21157,1ftfw1e51kfb70029,
36900,2015,chevrolet,corvette,black,florida,29937,1g1yj2d7xf5106236,
26902,2019,ford,f-150,white,michigan,23964,1ftew1e48kfb37905,
10950,2015,chevrolet,door,red,florida,58504,2gnalbek5f1140499,
27402,2019,ford,f-150,white,michigan,20154,1ftew1e59kfb37727,
16900,2014,acura,mdx,silver,florida,63500,5fryd3h20eb002546,
25600,2019,ford,f-150,silver,michigan,23294,1ftew1ep1kfb50960,
29700,2016,bmw,series,no_color,texas,24293,wba7f2c58gge12300,
27702,2019,ford,f-150,red,michigan,20343,1ftew1e47kfb69647,
13500,2016,buick,encore,red,texas,19655,kl4cjbsb4gb700424,
27102,2019,ford,f-150,white,michigan,19100,1ftew1e53kfb37982,
27102,2019,ford,f-150,white,michigan,20014,1ftew1e54kfa00453,
25811,2019,ford,f-150,black,michigan,21774,1ftew1e59kfb37887,
26602,2019,ford,f-150,white,michigan,21201,1ftew1e59kfb69755,
27102,2019,ford,f-150,white,michigan,21766,1ftew1e49kfb96784,
37500,2019,buick,enclave,gray,wisconsin,12406,5gaevbkw8kj293388,
26211,2019,ford,flex,blue,michigan,17977,2fmhk6dt1kba21554,
24205,2019,ford,flex,silver,michigan,22805,2fmhk6d80kba19788,
37500,2019,cadillac,xt5,black,wisconsin,16013,1gyknfrs3kz252626,
27111,2019,ford,flex,black,michigan,14382,2fmhk6dt2kba21630,
27411,2019,ford,flex,black,michigan,9660,2fmhk6dt1kba21571,
27302,2019,ford,flex,black,michigan,18969,2fmhk6dt2kba19683,
27202,2019,ford,f-150,gray,michigan,24730,1ftew1ep2kfb70022,
26311,2019,ford,flex,red,michigan,15847,2fmhk6dt5kba19693,
26602,2019,ford,f-150,white,michigan,25009,1ftew1e55kfb51169,
33500,2017,bmw,series,blue,wisconsin,22115,wbaja7c31hg905802,
27511,2019,ford,flex,white,michigan,11836,2fmhk6dt7kba19548,
21500,2017,buick,door,red,wisconsin,23765,1g4zp5ss5hu137398,
27200,2019,ford,f-150,silver,michigan,25508,1ftfw1e40kfb69655,
26511,2019,ford,flex,red,michigan,18196,2fmhk6dt9kba19695,
24002,2019,ford,flex,gray,michigan,16106,2fmhk6c81kba19848,
21500,2017,buick,door,silver,wisconsin,14907,1g4zp5ss6hu125437,
18511,2019,ford,fusion,gray,michigan,12735,3fa6p0ru0kr211641,
14000,2017,kia,sorento,black,connecticut,53424,5xypgda51hg221253,
29000,2017,buick,door,green,illinois,17940,5gakvckd5hj216221,
23402,2019,ford,flex,gray,michigan,17417,2fmhk6c88kba19846,
13300,2017,kia,door,no_color,connecticut,37125,5xypgda39hg262132,
19700,2017,bmw,x3,black,wisconsin,61428,5uxwx9c51h0t09021,
23211,2019,ford,flex,black,michigan,17025,2fmhk6c85kba19710,
15500,2017,kia,sorento,red,connecticut,37668,5xypgda59hg292944,
18111,2019,ford,fusion,black,michigan,15805,3fa6p0ruxkr244131,
21500,2017,kia,sorento,gray,connecticut,43761,5xypkda50hg299327,
25511,2019,ford,mustang,gray,michigan,11342,1fatp8uh4k5177265,
17700,2017,chevrolet,equinox,blue,wisconsin,35664,2gnaldek2h1500410,
28000,2017,chevrolet,cutaway,white,illinois,12780,1gb3gtcgxh1118909,
14000,2017,chevrolet,door,blue,wisconsin,38458,1g1ze5st9hf229260,
21700,2017,chevrolet,door,silver,wisconsin,34420,1gnkvgkd4hj314704,
13500,2017,chevrolet,door,white,wisconsin,46497,1g1ze5stxhf257679,
35500,2017,chevrolet,1500,no_color,wisconsin,21268,3gcuksec0hg271643,
29500,2017,chevrolet,1500,red,wisconsin,31029,3gcukrec7hg170656,
25300,2017,chevrolet,1500,no_color,wisconsin,40878,1gcvkrec8hz169908,
21500,2016,chevrolet,1500,silver,new jersey,20270,3gcuknec9gg224336,
25900,2016,chevrolet,door,blue,wisconsin,32984,1gcvkrec8gz393856,
35300,2016,chevrolet,door,black,wisconsin,75506,1gnskckc9gr424401,
13500,2016,chevrolet,door,red,wisconsin,39951,1g1bg5sm5g7250863,
62000,2016,chevrolet,corvette,white,illinois,19403,1g1yt2d6xg5612796,
46000,2016,chevrolet,corvette,black,illinois,4445,1g1yj2d70g5122320,
9000,2016,chevrolet,malibu,gray,wisconsin,67527,1g1zj5su8gf337274,
25900,2016,chevrolet,door,white,wisconsin,33588,1gcvkrec7gz392164,
25800,2016,chevrolet,door,no_color,wisconsin,10103,1gcvkpec7gz283370,
17000,2016,chevrolet,door,gray,wisconsin,26474,2gnaldek7g6323080,
12800,2016,chevrolet,door,white,wisconsin,40253,1g1ze5st5gf315602,
47400,2016,chevrolet,3500,red,wisconsin,39624,1gc4k0c84gf121926,
24400,2016,chevrolet,door,gray,wisconsin,48705,1gnkvjkd3gj171692,
17100,2016,chevrolet,trax,white,wisconsin,19659,kl7cjrsb9gb542870,
7400,2015,chevrolet,door,no_color,wisconsin,91299,1g11c5sl8ff311156,
33100,2015,chevrolet,door,gold,wisconsin,81614,1gnskckc5fr181703,
22000,2020,chevrolet,trax,gray,california,179,3gncjksbxll181398,
35000,2019,chevrolet,1500,no_color,california,5523,3gcpwaef0kg291601,
16500,2019,chevrolet,equinox,silver,california,29841,2gnaxkev6k6186886,
35300,2019,chevrolet,1500,silver,california,8516,1gcuwded5kz124282,
26900,2018,chevrolet,traverse,black,missouri,42941,1gnevhkw8jj148388,
11600,2017,chevrolet,trax,black,california,27498,3gncjksb6hl148082,
28100,2017,chevrolet,1500,silver,california,31141,1gcpcrec9hf242498,
27700,2017,chevrolet,1500,white,california,20784,1gcvkrec1hz135955,
17700,2017,chevrolet,passenger,white,california,52667,1gazgpfg0h1169059,
16600,2017,chevrolet,volt,no_color,california,26003,1g1rc6s56hu177143,
63200,2016,chevrolet,corvette,red,california,4266,1g1ys2d6xg5609979,
36800,2015,chevrolet,door,white,california,32332,1gc1kweg8ff170135,
19500,2018,chevrolet,passenger,white,texas,44333,1gazgpfg7j1254194,
38800,2019,chevrolet,tahoe,blue,oklahoma,36198,1gnskbkc0kr335691,
37500,2019,chevrolet,tahoe,silver,oklahoma,33331,1gnskbkc1kr164515,
35000,2019,chevrolet,suburban,gray,oklahoma,43082,1gnskhkcxkr306962,
31100,2019,chevrolet,camaro,gray,oklahoma,24561,1g1fh1r7xk0140397,
22600,2019,chevrolet,van,white,oklahoma,13485,1gcwgafgxk1242467,
22400,2019,chevrolet,van,white,oklahoma,15524,1gcwgafg5k1221297,
22700,2019,chevrolet,van,white,oklahoma,8996,1gcwgafg9k1240337,
13700,2019,chevrolet,malibu,silver,oklahoma,47282,1g1zd5st4kf126371,
37100,2019,chevrolet,suburban,black,oklahoma,34470,1gnskhkcxkr288236,
18500,2018,chevrolet,colorado,green,oregon,87264,1gcgtcen5j1157983,
18300,2017,chevrolet,2500,white,oregon,114344,1gc2kveg3hz159933,
19000,2017,chevrolet,2500,white,oregon,111635,1gc2kveg1hz262672,
18500,2017,chevrolet,1500,white,oregon,103955,3gcukrec0hg249327,
22500,2016,chevrolet,door,white,oregon,66640,3gcukrec5gg277008,
14500,2014,chevrolet,door,white,oregon,122018,3gcukrec6eg373324,
32800,2018,chevrolet,tahoe,gray,oklahoma,46915,1gnskbkc9jr370082,
12300,2018,chevrolet,malibu,black,oklahoma,53599,1g1zd5stxjf140841,
19600,2018,chevrolet,1500,gray,oklahoma,41672,1gcvkreh7jz295386,
13600,2018,chevrolet,malibu,white,oklahoma,36047,1g1zd5st5jf249837,
7200,2018,chevrolet,spark,red,oklahoma,42561,kl8cb6sa3jc459211,
19900,2018,chevrolet,1500,white,oklahoma,40345,1gcvkreh3jz272445,
13000,2018,chevrolet,malibu,gray,oklahoma,41751,1g1zd5st8jf242655,
19700,2016,chevrolet,door,white,oklahoma,27593,1gcvkrec0gz118434,
9400,2017,chevrolet,door,blue,oklahoma,24009,1g1be5sm4h7275597,
23800,2017,chevrolet,1500,white,oklahoma,85697,3gcukrecxhg319917,
17700,2019,chevrolet,equinox,white,new york,25223,3gnaxuev8ks588177,
17000,2015,chevrolet,door,white,oklahoma,27927,2g1ff1e3xf9185411,
14000,2014,chevrolet,door,red,florida,135127,3gcpcreh4eg204053,
32100,2018,chevrolet,2500,white,pennsylvania,55532,1gc1kvey2jf198038,
33100,2019,chevrolet,2500,white,pennsylvania,72172,1gc1ksey8kf114255,
31600,2018,chevrolet,2500,white,pennsylvania,57751,1gc1kvey3jf197819,
5100,2013,chevrolet,door,gray,pennsylvania,96314,3gnal3ek3ds630172,
4100,2013,chevrolet,door,blue,pennsylvania,89152,1g1pa5sgxd7225194,
7200,2014,chevrolet,door,silver,texas,114660,2gnflfek5e6237636,
12800,2014,chevrolet,1500,white,texas,177322,3gcuksej4eg356687,
46800,2019,chevrolet,1500,gray,nebraska,36423,1gcuyhel9kz240206,
21800,2019,chevrolet,van,white,missouri,23759,1gcwgafg7k1222516,
3000,2013,chevrolet,door,gray,texas,120667,1g1jc6sh6d4127084,
22500,2017,chevrolet,colorado,red,indiana,65344,1gcgtcen1h1148658,
35300,2018,chevrolet,suburban,black,missouri,51347,1gnskhkc5jr243896,
16500,2017,chevrolet,volt,black,oklahoma,52322,1g1rd6s59hu201853,
33000,2017,chevrolet,door,black,missouri,67620,1gnskbkc6hr132085,
31500,2017,chevrolet,1500,black,missouri,59965,3gcuktec6hg222226,
34500,2017,chevrolet,1500,silver,missouri,28739,3gcuksec3hg222744,
8000,2016,chevrolet,trax,silver,west virginia,77429,kl7cjpsb3gb750120,
25000,2017,chevrolet,1500,white,west virginia,20847,3gcukrec6hg356561,
10700,2016,chevrolet,trax,red,west virginia,44280,3gncjnsb1gl264970,
13400,2016,chevrolet,door,silver,west virginia,86031,2g1145s39g9185641,
16500,2019,chevrolet,equinox,gold,west virginia,7622,2gnaxhev8k6108774,
34000,2019,chevrolet,traverse,white,west virginia,8067,1gnevhkw9kj129253,
14100,2018,chevrolet,trax,white,west virginia,16502,kl7cjpsbxjb710284,
38600,2019,chevrolet,1500,black,west virginia,20681,1gcuyged0kz114660,
9100,2016,chevrolet,door,blue,missouri,54655,1g1pe5sb4g7168780,
8600,2016,chevrolet,door,blue,missouri,57825,1g1pe5sb1g7193233,
22000,2016,chevrolet,door,white,oklahoma,58856,3gcpcrec6gg235750,
8900,2015,chevrolet,colorado,white,west virginia,85072,1gchsaea3f1218425,
15500,2015,chevrolet,door,red,west virginia,79506,1gcrcpehxfz272176,
3300,2015,chevrolet,door,silver,west virginia,85301,1g1pg5sbxf7249436,
29000,2015,chevrolet,1500,brown,missouri,69377,3gcuksej3fg195122,
17300,2020,chevrolet,equinox,black,nevada,15577,3gnaxkev2ll125886,
30500,2020,chevrolet,traverse,silver,nevada,23470,1gnerhkw7lj115518,
25000,2020,chevrolet,impala,silver,nevada,18715,1g1105s31lu100901,
2800,2012,chevrolet,cruze,white,illinois,61258,1g1pl5sc7c7367895,
3300,2012,chevrolet,door,no_color,illinois,131791,1gnkvjedxcj172991,
36400,2019,chevrolet,suburban,silver,nevada,35705,1gnskhkcxkr139079,
34800,2019,chevrolet,suburban,silver,nevada,48982,1gnskhkc2kr158368,
20700,2019,chevrolet,ld,white,nevada,33745,2gcrcpec4k1155751,
32200,2019,chevrolet,suburban,silver,nevada,42267,1gnschkc9kr204131,
35300,2019,chevrolet,tahoe,black,nevada,46863,1gnskbkc9kr143993,
33500,2019,chevrolet,suburban,white,nevada,36443,1gnschkc2kr124931,
13700,2019,chevrolet,impala,blue,nevada,14939,2g11z5s30k9137729,
15900,2019,chevrolet,malibu,black,nevada,22026,1g1zd5st0kf187281,
33200,2019,chevrolet,suburban,black,nevada,38278,1gnschkc9kr201844,
35500,2019,chevrolet,suburban,silver,nevada,46149,1gnskhkc1kr203879,
29800,2018,chevrolet,suburban,silver,nevada,48427,1gnschkc6jr106222,
29800,2018,chevrolet,suburban,gray,nevada,48807,1gnschkc1jr387653,
29500,2018,chevrolet,suburban,silver,nevada,52618,1gnschkc1jr235923,
30300,2018,chevrolet,suburban,white,nevada,46494,1gnschkc5jr280816,
24300,2018,chevrolet,1500,black,new york,56296,3gcukreh2jg284677,
29800,2017,chevrolet,suburban,silver,nevada,33909,1gnschkc4hr206149,
29800,2017,chevrolet,suburban,white,nevada,33028,1gnschkc3hr133923,
27500,2016,chevrolet,camaro,white,nevada,44653,1g1fh1r79g0149647,
10800,2017,chevrolet,door,gray,new jersey,80516,2gnfleek2h6351253,
11500,2017,chevrolet,van,white,new jersey,105151,1gcwgaff8h1120366,
10400,2017,chevrolet,van,white,new jersey,78368,3n63m0yn6hk696088,
11400,2018,chevrolet,equinox,white,florida,78956,2gnaxsevxj6292207,
11400,2018,chevrolet,equinox,white,florida,88564,2gnaxsev1j6218321,
8000,2015,chevrolet,door,white,nevada,78800,1g11b5sl5ff135735,
3000,2012,chevrolet,door,white,california,111856,1gccsbf92c8121126,
